序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
11,300136,信维通信,62.0,16.98,9.0,2045141.0,11911155891.69,13.72,62.0,54.73,55.4,53.0,1.18,24.8,92.48,7.81,59989255556.0,51123211412.0,1.52,2.01,140.31,144.19
12,300102,乾照光电,27.56,15.75,3.75,2354782.0,6305991256.73,17.3,28.2,24.08,24.22,23.81,1.49,25.7,216.3,5.99,25364401264.0,25254327313.0,0.04,-0.07,120.13,167.05
13,688523,航天环宇,55.96,14.55,7.11,318853.0,1691830831.0,18.71,57.99,48.85,49.29,48.85,1.23,33.04,331.71,13.53,22769004800.0,5401031835.0,0.0,-0.8,134.93,179.8
14,301595,太力科技,49.05,14.47,6.2,98972.0,474989351.14,16.17,50.46,43.53,43.53,42.85,2.94,40.62,74.95,5.96,5311134000.0,1195005150.0,-0.16,-0.33,27.57,191.96
15,688272,富吉瑞,32.66,14.4,4.11,68661.0,210015371.0,16.39,32.9,28.22,28.55,28.55,2.0,9.03,-38.88,5.46,2482160000.0,2482160000.0,-0.43,1.11,27.38,99.51
16,688809,C强一,256.8,13.62,30.79,138075.0,3483205340.0,18.38,276.57,235.03,240.0,226.01,0.76,56.7,99.9,8.52,33270828240.0,6253852711.0,0.0,-1.23,201.8,201.8
17,688375,国博电子,93.11,12.05,10.01,107783.0,938545579.0,17.44,95.99,81.5,83.18,83.1,1.35,1.81,168.43,8.95,55494947339.0,55494947339.0,0.09,0.44,21.4,90.18
18,300658,延江股份,14.82,11.68,1.55,314600.0,444915789.66,13.26,14.9,13.14,13.25,13.27,1.52,13.95,87.02,3.67,4931564036.0,3342117687.0,0.07,0.68,62.86,189.45
19,300696,爱乐达,31.91,11.61,3.32,469887.0,1551982941.47,19.06,34.31,28.86,28.87,28.59,2.98,17.67,150.07,4.94,9354511688.0,8484442714.0,0.0,0.13,23.59,105.47
20,688291,金橙子,42.72,11.6,4.44,101368.0,413610845.0,15.6,43.68,37.71,39.0,38.28,1.56,9.87,90.09,4.61,4385921424.0,4385921424.0,-0.16,0.31,23.36,124.13
21,688568,中科星图,59.0,11.07,5.88,436459.0,2465760367.0,14.29,60.59,53.0,53.23,53.12,1.24,5.4,244.13,12.33,47676655808.0,47676655808.0,0.0,-0.02,35.51,72.72
22,688031,星环科技-U,108.19,10.92,10.65,128075.0,1358409179.0,16.81,112.4,96.0,97.61,97.54,1.3,13.63,-46.1,14.65,13105694752.0,10166889535.0,0.01,-0.09,79.84,134.53
23,300071,福石控股,6.53,10.68,0.63,2190020.0,1393245062.98,21.53,7.04,5.77,5.8,5.9,2.6,23.17,-87.93,44.87,6294164714.0,6173141155.0,-0.15,0.0,46.41,37.76
24,300900,广联航空,39.07,10.62,3.75,851971.0,3273469810.2,11.98,40.26,36.03,36.7,35.32,1.04,37.69,500.75,9.0,11609696173.0,8832747085.0,0.31,-1.71,110.17,77.59
25,300984,金沃股份,84.88,10.49,8.06,106846.0,876990693.23,11.62,86.0,77.07,77.1,76.82,1.94,13.79,210.14,10.08,10463038938.0,6575810628.0,-0.14,-1.06,20.91,196.06
26,301171,易点天下,40.5,10.23,3.76,1067041.0,4208281042.11,15.73,42.27,36.49,36.49,36.74,2.26,28.01,70.41,5.11,19111379153.0,15426002516.0,0.02,0.37,17.32,44.28
27,920190,雷神科技,28.01,10.23,2.6,106534.0,299495138.84,10.7,29.22,26.5,26.5,25.41,7.52,10.8,104.8,3.26,2801000028.0,2763888179.0,-1.96,-2.68,-4.14,-3.41
28,002177,御银股份,9.41,10.06,0.86,3846222.0,3441448156.82,12.28,9.41,8.36,8.4,8.55,4.21,56.99,459.5,4.2,7162810077.0,6350987442.0,0.0,0.0,26.31,109.58
29,002208,合肥城建,12.38,10.04,1.13,249516.0,308901340.34,0.0,12.38,12.38,12.38,11.25,0.58,3.11,-190.01,1.55,9944753648.0,9942184662.0,0.0,0.0,58.72,74.12
30,603608,天创时尚,10.3,10.04,0.94,108469.0,111722916.0,0.0,10.3,10.3,10.3,9.36,0.23,2.58,-620.45,4.09,4323074944.0,4323074944.0,0.0,0.0,40.14,176.88
31,603331,百达精工,14.25,10.04,1.3,197430.0,273087746.0,10.66,14.25,12.87,12.98,12.95,2.15,9.77,36.17,2.17,2881002813.0,2881002813.0,0.0,0.0,28.84,59.57
32,002347,泰尔股份,12.38,10.04,1.13,405464.0,496124316.78,4.0,12.38,11.93,11.96,11.25,0.36,8.22,-87.28,5.46,6248214177.0,6108080314.0,0.0,0.0,55.53,84.23
33,002908,德生科技,10.53,10.03,0.96,409576.0,425606904.16,9.82,10.53,9.59,9.59,9.57,6.98,12.73,771.69,4.11,4542979887.0,3388918675.0,0.0,0.0,2.63,20.9
34,600626,申达股份,4.83,10.02,0.44,641622.0,302652331.0,10.71,4.83,4.36,4.38,4.39,4.28,5.79,-188.31,1.99,6379196742.0,5351537169.0,0.0,0.0,6.39,32.33
35,603967,中创物流,13.73,10.02,1.25,81563.0,109514982.0,8.97,13.73,12.61,12.68,12.48,2.61,2.35,17.28,2.03,4759733928.0,4759733928.0,0.0,0.0,23.36,49.08
36,001299,美能能源,14.71,10.02,1.34,297307.0,431813263.86,6.36,14.71,13.86,14.0,13.37,3.16,13.61,40.39,3.02,3569213894.0,3212677518.0,0.0,0.0,23.72,66.03
37,600135,乐凯胶片,10.32,10.02,0.94,585102.0,595882022.0,9.81,10.32,9.4,9.4,9.38,1.99,10.57,-49.58,2.39,5710129262.0,5710129262.0,0.0,0.0,42.34,56.6
38,002565,顺灏股份,18.33,10.02,1.67,2113661.0,3831672888.41,6.48,18.33,17.25,17.45,16.66,0.63,19.94,216.46,10.42,19429596940.0,19428772090.0,0.0,0.0,148.37,511.0
39,600783,鲁信创投,24.73,10.01,2.25,1213636.0,2948036888.0,7.47,24.73,23.05,23.66,22.48,2.39,16.3,43.01,3.89,18408005341.0,18408005341.0,0.0,0.08,82.91,96.27
40,601698,中国卫通,35.73,10.01,3.25,2731804.0,9309207569.0,12.1,35.73,31.8,32.24,32.48,1.04,6.47,396.17,9.51,150937290771.0,150937290771.0,0.0,0.0,67.67,75.41
41,600879,航天电子,21.32,10.01,1.94,6188888.0,12707111126.0,10.42,21.32,19.3,19.37,19.38,0.96,18.76,252.25,3.39,70341061801.0,70341061801.0,0.0,0.0,82.69,139.28
42,002718,友邦吊顶,35.94,10.01,3.27,6103.0,21933571.02,0.0,35.94,35.94,35.94,32.67,0.19,1.12,308.25,5.07,4652354974.0,1958941687.0,0.0,0.0,49.07,193.87
43,603344,星德胜,37.36,10.01,3.4,60145.0,220001473.0,10.48,37.36,33.8,33.98,33.96,0.66,11.13,40.75,3.46,7267677413.0,2018597413.0,0.0,0.0,25.5,54.89
44,603272,联翔股份,20.11,10.01,1.83,52438.0,102227243.0,10.83,20.11,18.13,18.28,18.28,3.58,5.06,712.31,3.73,2083938970.0,2083938970.0,0.0,0.0,3.34,47.22
45,603278,大业股份,17.04,10.01,1.55,1227688.0,1920769083.0,19.95,17.04,13.95,17.03,15.49,3.12,35.92,186.85,2.9,5823580040.0,5823580040.0,0.0,0.0,60.15,124.51
46,003039,顺控发展,15.93,10.01,1.45,189142.0,292305890.92,9.53,15.93,14.55,14.55,14.48,2.34,3.06,35.35,3.5,9837073369.0,9837073369.0,0.0,0.0,20.14,23.78
47,600498,烽火通信,32.08,10.01,2.92,1343975.0,4272374543.0,7.51,32.08,29.89,29.89,29.16,1.05,10.57,63.74,2.61,43570012823.0,40793616308.0,0.0,0.0,16.87,66.39
48,000026,飞亚达,16.38,10.01,1.49,214683.0,339476336.72,9.54,16.38,14.96,14.99,14.89,4.39,5.89,39.87,1.97,6646414435.0,5971541662.0,0.0,0.0,0.37,64.29
49,605338,巴比食品,31.32,10.01,2.85,67202.0,207561962.0,7.38,31.32,29.22,29.5,28.47,2.62,2.81,27.97,3.31,7503227854.0,7503227854.0,0.0,0.0,35.12,90.16
50,001231,农心科技,24.94,10.01,2.27,92668.0,223851080.27,11.65,24.94,22.3,22.76,22.67,4.69,18.57,46.97,2.52,2492503600.0,1244630700.0,0.0,0.0,19.67,50.79
51,002735,王子新材,18.03,10.01,1.64,928833.0,1611316295.13,13.3,18.03,15.85,16.15,16.39,1.8,33.12,291.91,3.98,6887578151.0,5056757085.0,0.0,0.0,22.65,94.92
52,000547,航天发展,33.01,10.0,3.0,5684285.0,17932273846.88,9.8,33.01,30.07,30.89,30.01,1.21,35.77,-80.96,11.22,52765437560.0,52456886257.0,0.0,0.0,326.49,351.57
53,600118,中国卫星,94.95,10.0,8.63,1473632.0,13579108243.0,8.05,94.95,88.0,88.0,86.32,0.87,12.46,5685.35,17.68,112277343368.0,112277343368.0,0.0,0.0,156.69,247.93
54,001266,宏英智能,39.37,10.0,3.58,101053.0,393358224.63,6.26,39.37,37.13,37.13,35.79,2.32,17.52,249.67,4.33,4061793451.0,2271096324.0,0.0,0.0,37.37,72.22
55,603533,掌阅科技,22.12,10.0,2.01,535318.0,1154064415.0,9.8,22.12,20.15,20.15,20.11,3.89,12.2,-33.61,4.2,9708397990.0,9708397990.0,0.0,0.0,14.91,9.45
56,600501,航天晨光,30.13,10.0,2.74,959538.0,2790768905.0,10.7,30.13,27.2,27.66,27.39,1.65,22.43,-85.41,7.48,12890343146.0,12890343146.0,0.0,0.0,25.54,66.1
57,003009,中天火箭,78.54,10.0,7.14,189213.0,1417949783.73,11.12,78.54,70.6,70.98,71.4,1.09,12.18,-311.52,7.92,12204830821.0,12204768775.0,0.0,0.0,59.76,101.69
58,603130,云中马,56.65,10.0,5.15,60553.0,330639816.0,11.15,56.65,50.91,51.49,51.5,1.07,4.4,115.74,5.7,7790179430.0,7790179430.0,0.0,0.0,32.7,156.92
59,002151,北斗星通,45.43,10.0,4.13,927497.0,4051736937.3,12.35,45.43,40.33,40.33,41.3,0.95,20.95,1021.63,4.78,24664442778.0,20117260901.0,0.0,0.0,51.84,71.18
60,603667,五洲新春,69.98,10.0,6.36,368345.0,2570907340.0,4.09,69.98,67.38,69.98,63.62,1.0,10.06,195.16,8.59,25626869845.0,25626869845.0,0.0,0.0,51.64,184.13
61,002766,索菱股份,6.05,10.0,0.55,914169.0,534210914.39,10.73,6.05,5.46,5.67,5.5,1.5,10.69,25182.83,4.54,5224496400.0,5174241228.0,0.0,0.0,5.4,5.22
62,002757,南兴股份,19.47,10.0,1.77,490742.0,914061800.19,14.24,19.47,16.95,17.61,17.7,6.81,17.4,46.99,2.88,5752526626.0,5491589842.0,0.0,0.0,6.39,28.26
63,600345,长江通信,34.66,10.0,3.15,349469.0,1192025286.0,8.76,34.66,31.9,31.9,31.51,1.14,16.52,515.05,3.24,11424356495.0,7332645234.0,0.0,0.0,25.94,50.24
64,600391,航发科技,37.1,9.99,3.37,397946.0,1416018549.0,10.67,37.1,33.5,33.5,33.73,1.01,12.05,313.3,6.98,12247799516.0,12247799516.0,0.0,0.0,30.5,86.9
65,605003,众望布艺,35.55,9.99,3.23,88300.0,305732766.0,12.19,35.55,31.61,31.61,32.32,1.44,8.03,55.97,2.72,3910500000.0,3910500000.0,0.0,0.0,56.13,92.27
66,002931,锋龙股份,31.7,9.99,2.88,5200.0,16483080.7,0.0,31.7,31.7,31.7,28.82,0.19,0.26,241.42,7.29,6926635635.0,6379736838.0,0.0,0.0,106.38,95.56
67,002413,雷科防务,12.55,9.99,1.14,1732871.0,2143387378.68,5.17,12.55,11.96,12.01,11.41,0.52,13.4,-136.8,4.94,16528219831.0,16228146470.0,0.0,0.0,131.98,187.84
68,600363,联创光电,63.06,9.99,5.73,178741.0,1079874449.0,12.58,63.06,55.85,57.32,57.33,2.23,3.96,53.26,6.42,28433025657.0,28433025657.0,0.0,0.0,2.35,31.84
69,000672,上峰水泥,12.99,9.99,1.18,259186.0,336312381.52,2.2,12.99,12.73,12.98,11.81,1.21,2.67,17.89,1.42,12592446896.0,12592446896.0,0.0,0.0,17.88,84.78
70,603156,养元饮品,28.75,9.98,2.61,193780.0,536011002.0,8.19,28.75,26.61,27.5,26.14,3.74,1.54,24.28,4.03,36232980023.0,36232980023.0,0.0,0.0,-2.44,37.04
71,600629,华建集团,21.7,9.98,1.97,769811.0,1639976710.0,10.34,21.7,19.66,19.8,19.73,1.65,8.08,100.12,3.97,21056348900.0,20682639985.0,0.0,0.0,-24.36,138.46
72,600266,城建发展,5.07,9.98,0.46,1381330.0,674524242.0,10.85,5.07,4.57,4.63,4.61,2.26,6.65,10.32,0.54,10524019580.0,10524019580.0,0.0,0.0,-4.34,0.4
73,000809,和展能源,3.64,9.97,0.33,672053.0,241196302.55,12.08,3.64,3.24,3.31,3.31,4.66,8.15,-45.11,1.12,3002240307.0,3002240307.0,0.0,0.0,16.29,18.95
74,002361,神剑股份,14.34,9.97,1.3,3813974.0,5096789975.3,16.03,14.34,12.25,12.61,13.04,2.12,47.14,337.35,6.16,13637841455.0,11602823591.0,0.0,0.42,133.93,165.56
75,002548,金新农,6.08,9.95,0.55,816864.0,478942421.89,11.39,6.08,5.45,5.61,5.53,1.46,10.15,-40.08,3.53,5035295841.0,4891186671.0,0.0,0.0,20.87,53.15
76,002659,凯文教育,5.86,9.94,0.53,534477.0,311583156.86,4.69,5.86,5.61,5.61,5.33,4.92,8.93,2748.8,1.62,3505923050.0,3505906572.0,0.0,0.0,-1.84,29.65
77,002131,利欧股份,5.64,9.94,0.51,9945736.0,5472890777.11,10.33,5.64,5.11,5.12,5.13,2.95,17.0,48.64,2.89,38192831885.0,32992442469.0,0.0,0.0,0.0,84.31
78,002634,棒杰股份,5.65,9.92,0.51,239532.0,130218579.5,9.92,5.65,5.14,5.14,5.14,2.72,5.36,-2.15,-4.27,2595341698.0,2522807140.0,0.0,0.0,14.37,50.27
79,000559,万向钱潮,17.2,9.62,1.51,4743644.0,8022747064.45,8.73,17.26,15.89,16.59,15.69,2.13,14.31,55.31,6.07,57024165237.0,57010160481.0,-0.29,-0.35,35.86,188.11
80,300740,水羊股份,23.84,9.56,2.08,377266.0,866499477.82,13.19,24.46,21.59,21.88,21.76,3.61,10.51,51.32,4.49,9297794511.0,8558102391.0,-0.13,-0.33,9.11,80.33
81,688175,高凌信息,32.21,9.52,2.8,50537.0,162216597.0,12.95,33.22,29.41,29.41,29.41,3.08,3.91,-96.15,2.39,4165300570.0,4165300570.0,0.03,-0.71,25.97,88.03
82,688333,铂力特,111.51,9.32,9.51,242745.0,2615311444.0,13.72,115.99,102.0,102.0,102.0,1.06,8.85,147.3,6.2,30589665623.0,30589665623.0,-0.17,-0.11,46.09,183.6
83,600362,江西铜业,54.92,9.29,4.67,1288452.0,7005041425.0,10.03,55.28,50.24,50.25,50.25,1.48,6.21,23.68,2.35,190173098923.0,113972587483.0,0.04,-0.09,56.51,180.92
84,301279,金道科技,34.6,9.25,2.93,77476.0,262820721.55,16.51,35.88,30.65,31.66,31.67,1.78,7.9,66.09,3.33,4488968466.0,3392580966.0,0.0,-0.75,53.17,125.26
85,300885,海昌新材,33.78,9.04,2.8,518359.0,1734745932.14,13.43,35.49,31.33,32.16,30.98,1.94,31.04,147.56,9.54,8382567804.0,5641860440.0,0.12,-0.35,40.69,210.48
86,003041,真爱美家,54.33,9.01,4.49,150259.0,790096203.84,13.68,54.82,48.0,49.6,49.84,1.72,10.98,25.48,5.35,7823520000.0,7433615322.0,0.04,0.2,127.04,108.8
87,300986,志特新材,11.18,8.97,0.92,238788.0,258108608.82,10.53,11.33,10.25,10.3,10.26,5.53,5.8,29.31,2.16,4605869041.0,4602289886.0,0.09,0.09,-2.36,29.25
88,300155,安居宝,6.57,8.96,0.54,450083.0,289626106.8,11.61,6.68,5.98,6.03,6.03,2.16,13.61,-83.37,3.01,3687266278.0,2172874918.0,0.31,0.31,35.46,37.16
89,688509,正元地信,5.49,8.93,0.45,454476.0,245387440.0,13.29,5.68,5.01,5.06,5.04,2.46,11.81,-50.37,3.41,4227300000.0,2112509178.0,-0.18,-0.18,22.54,38.29
90,605167,利柏特,16.43,8.81,1.33,368692.0,591519023.0,11.72,16.59,14.82,15.12,15.1,1.1,8.21,31.09,3.73,7378220100.0,7378220100.0,0.12,0.31,56.48,72.4
91,301016,雷尔伟,22.58,8.77,1.82,99711.0,217975259.5,11.95,22.98,20.5,20.76,20.76,2.09,4.81,82.68,4.94,4931472000.0,4677450568.0,-0.09,-0.53,7.68,55.3
92,300626,华瑞股份,15.91,8.67,1.27,231131.0,359685854.6,12.64,16.5,14.65,14.89,14.64,2.08,12.85,157.27,5.41,2863800000.0,2862233263.0,-0.25,-0.5,42.95,74.45
93,301042,安联锐视,88.0,8.66,7.01,80592.0,737698503.91,19.37,97.19,81.5,82.5,80.99,4.52,12.21,303.41,5.84,6135674776.0,5809832776.0,-0.98,0.57,54.39,144.51
94,920300,辰光医疗,15.37,8.62,1.22,82931.0,124615776.04,12.3,15.75,14.01,14.2,14.15,3.91,12.46,-51.19,6.32,1319470327.0,1022591553.0,-0.07,-0.39,-2.78,32.5
95,300264,佳创视讯,6.71,8.58,0.53,396733.0,254337750.61,11.65,6.74,6.02,6.18,6.18,1.82,10.71,-122.39,297.11,2891053946.0,2485578275.0,-0.3,0.0,12.96,24.49
96,300599,雄塑科技,8.15,8.52,0.64,248481.0,199628789.0,12.12,8.36,7.45,7.52,7.51,4.11,11.7,-104.09,1.47,2918772271.0,1730578677.0,-0.24,0.12,7.52,12.88
97,301002,崧盛股份,36.41,8.52,2.86,96471.0,339752500.26,9.48,36.6,33.42,33.42,33.55,1.39,12.95,490.7,5.7,4516940675.0,2712721479.0,0.05,0.19,-8.24,114.3
98,300540,蜀道装备,20.0,8.4,1.55,158856.0,313080683.69,8.67,20.3,18.7,18.7,18.45,2.93,7.68,177.21,4.16,4591182200.0,4134544080.0,0.1,0.05,1.88,14.42
99,603787,新日股份,14.06,8.24,1.07,102144.0,139706602.0,10.01,14.18,12.88,12.99,12.99,3.49,4.44,20.97,2.04,3235821687.0,3235821687.0,-0.21,-0.14,16.2,37.57
100,300349,金卡智能,15.63,8.24,1.19,453695.0,700950866.72,10.04,15.98,14.53,14.71,14.44,3.66,12.29,23.63,1.47,6521044082.0,5772263111.0,0.13,0.13,26.25,18.68
101,300612,宣亚国际,17.81,8.2,1.35,604651.0,1082312267.34,14.22,18.93,16.59,16.72,16.46,3.84,33.61,-125.73,6.56,3213894574.0,3203653824.0,0.06,-0.28,25.78,12.79
102,688387,信科移动-U,12.9,8.13,0.97,1983008.0,2510384629.0,12.99,13.5,11.95,11.95,11.93,1.0,9.83,-200.45,7.25,44101875000.0,26016425880.0,-0.39,-1.07,85.88,116.44
103,301198,喜悦智行,12.56,8.09,0.94,84408.0,103073961.61,9.81,12.75,11.61,11.62,11.62,2.86,5.43,-341.88,2.32,2122640000.0,1953762762.0,0.0,0.0,9.6,15.02
104,301319,唯特偶,55.44,8.07,4.14,70652.0,380716453.67,8.97,55.5,50.9,51.32,51.3,1.15,7.56,74.36,5.88,6894103598.0,5180373697.0,0.0,0.09,18.21,183.44
105,688615,合合信息,227.58,7.84,16.55,39599.0,884937114.0,13.0,233.76,206.33,208.0,211.03,2.22,4.1,68.06,11.35,31861200000.0,22000214130.0,0.01,-0.11,42.52,58.96
106,603778,国晟科技,17.6,7.84,1.28,858445.0,1466104485.0,8.88,17.71,16.26,16.8,16.32,0.76,13.35,-57.38,15.89,11556901312.0,11314285699.0,0.06,0.17,405.75,480.86
107,002932,明德生物,19.18,7.63,1.36,163766.0,311799056.53,6.34,19.48,18.35,18.5,17.82,11.79,10.49,247.48,0.8,4459751955.0,2993713388.0,-0.42,-0.52,0.79,11.06
108,002792,通宇通讯,42.7,7.56,3.0,1615232.0,6756803825.83,11.71,43.67,39.02,39.72,39.7,1.23,48.45,664.57,8.03,22395574831.0,14235606027.0,0.0,-0.67,160.68,187.35
109,300762,上海瀚讯,41.68,7.56,2.93,1231239.0,4955711713.92,9.55,42.0,38.3,38.75,38.75,1.04,19.61,-407.62,11.21,26173613377.0,26173613377.0,-0.02,0.72,68.13,98.19
110,003018,金富科技,17.42,7.53,1.22,225206.0,384529983.12,7.65,17.6,16.36,16.44,16.2,2.24,22.99,36.36,2.84,4529200000.0,1706792874.0,-0.06,0.4,49.4,94.42
111,301391,卡莱特,84.85,7.51,5.93,23455.0,194486597.25,10.77,87.0,78.5,79.15,78.92,1.84,2.53,451.75,3.88,8062006713.0,7877102357.0,-0.13,0.06,10.19,130.01
112,300857,协创数据,168.68,7.51,11.79,223061.0,3687731575.17,11.6,172.0,153.8,156.02,156.89,1.75,6.46,62.74,14.86,58383651315.0,58216278585.0,0.19,0.16,-7.31,121.54
113,600416,湘电股份,15.78,7.49,1.1,1024425.0,1564510467.0,11.04,16.15,14.53,14.69,14.68,2.6,7.73,87.08,2.41,23287846020.0,20914913702.0,0.0,0.06,-2.83,39.77
114,603655,朗博科技,41.8,7.46,2.9,42259.0,173789804.0,8.82,42.14,38.71,38.83,38.9,2.59,3.99,102.08,7.98,4430800000.0,4430800000.0,0.0,-0.48,14.52,73.44
115,002683,广东宏大,47.8,7.44,3.31,323464.0,1544822827.6,8.09,48.64,45.04,45.05,44.49,1.64,4.87,41.7,5.45,36328107407.0,31769549989.0,0.19,0.1,8.39,84.98
116,301617,博苑股份,77.77,7.42,5.37,32568.0,247421745.87,10.3,79.51,72.05,72.8,72.4,1.36,6.14,58.85,6.15,10393182800.0,4124920800.0,0.0,-0.15,9.72,100.75
117,300076,GQY视讯,8.3,7.37,0.57,435960.0,360580664.82,11.64,8.64,7.74,7.74,7.73,1.38,10.28,-83.62,3.91,3519200000.0,3519200000.0,0.36,0.0,35.18,17.56
118,002492,恒基达鑫,8.74,7.37,0.6,282089.0,243572880.7,7.86,8.8,8.16,8.16,8.14,2.03,7.09,50.27,2.05,3539700000.0,3477075497.0,-0.11,-0.11,21.39,82.46
119,688585,上纬新材,127.37,7.33,8.7,122483.0,1501338445.0,14.22,132.5,115.63,118.0,118.67,1.13,3.04,636.39,38.52,51376183295.0,51376183295.0,-0.02,0.74,-3.58,1821.12
120,603726,朗迪集团,24.2,7.32,1.65,267714.0,646585457.0,7.98,24.81,23.01,23.93,22.55,8.48,14.49,19.16,3.2,4492759040.0,4469890040.0,0.08,-0.29,-10.96,57.04
121,300567,精测电子,91.2,7.31,6.21,280497.0,2547998390.46,11.77,96.0,86.0,90.1,84.99,3.52,12.35,191.17,7.22,25512761054.0,20706784987.0,0.13,0.35,16.15,41.84
122,688196,卓越新能,58.9,7.31,4.01,21187.0,123321326.0,7.43,59.58,55.5,55.5,54.89,2.29,1.77,33.57,2.34,7491537826.0,7068000000.0,0.03,0.17,10.92,78.0
123,603703,盛洋科技,14.58,7.28,0.99,494879.0,708435623.0,8.39,14.86,13.72,13.77,13.59,1.03,11.93,636.02,7.31,6050439310.0,6050439310.0,-0.14,-0.07,29.83,32.43
124,300170,汉得信息,18.92,7.26,1.28,1773237.0,3345775470.45,10.94,19.61,17.68,17.86,17.64,3.35,18.15,99.87,3.5,19340538832.0,18486872178.0,-0.05,-0.11,0.64,53.2
125,002342,巨力索具,9.2,7.23,0.62,2995458.0,2613900386.67,14.45,9.39,8.15,8.59,8.58,1.91,31.38,598.74,3.63,8832000000.0,8783148000.0,0.0,1.21,24.83,184.83
126,300751,迈为股份,205.99,7.23,13.89,174314.0,3505627441.72,8.85,209.0,192.0,192.0,192.1,1.32,9.02,65.09,7.32,57554637186.0,39828662730.0,-0.01,-0.33,107.34,97.97
127,603626,科森科技,20.94,7.22,1.41,1281532.0,2654488255.0,10.14,21.48,19.5,20.47,19.53,1.43,23.1,-75.92,5.45,11619180709.0,11619180709.0,0.0,0.14,44.81,168.46
128,603885,吉祥航空,14.88,7.2,1.0,405114.0,587653943.0,8.86,15.04,13.81,13.87,13.88,2.15,1.85,22.37,3.31,32497998388.0,32497998388.0,0.13,0.07,9.41,9.41
129,002163,海南发展,23.84,7.15,1.59,2535895.0,5964125293.7,10.79,24.48,22.08,22.66,22.25,1.08,31.56,-41.41,28.6,20143795549.0,19156605180.0,0.04,0.42,129.01,154.97
130,603868,飞科电器,43.28,7.13,2.88,63493.0,267698332.0,7.87,43.56,40.38,40.38,40.4,1.29,1.46,30.93,5.76,18852768000.0,18852768000.0,0.0,0.0,22.05,5.51
131,688369,致远互联,25.43,7.12,1.69,79723.0,199273157.0,8.93,25.87,23.75,23.82,23.74,3.11,6.92,-10.03,3.46,2929995546.0,2929995546.0,0.0,0.12,-5.95,26.71
132,300773,拉卡拉,28.48,7.07,1.88,1488546.0,4167730614.1,14.02,29.63,25.9,26.53,26.6,1.71,20.26,48.94,6.16,22119417548.0,20920207625.0,-0.07,0.04,17.98,64.62
133,300785,值得买,43.82,6.98,2.86,361017.0,1564149808.51,15.19,46.99,40.77,41.08,40.96,2.95,29.51,485.95,4.61,8713836748.0,5360688369.0,0.02,-0.07,13.82,31.39
134,301229,纽泰格,22.69,6.98,1.48,188252.0,426910692.6,12.35,24.3,21.68,23.1,21.21,5.31,14.56,97.98,3.25,4124599568.0,2933377722.0,-0.09,-0.31,-0.13,46.2
135,300936,中英科技,39.0,6.97,2.54,44169.0,170643637.48,8.78,39.5,36.3,36.47,36.46,5.25,9.31,-306.06,2.93,2932800000.0,1850950725.0,-0.13,-0.05,0.49,3.45
