序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,yf_code
45,603278,大业股份,17.04,10.01,1.55,1227688.0,1920769083.0,19.95,17.04,13.95,17.03,15.49,3.12,35.92,186.85,2.9,5823580040.0,5823580040.0,0.0,0.0,60.15,124.51,603278.SS
46,003039,顺控发展,15.93,10.01,1.45,189142.0,292305890.92,9.53,15.93,14.55,14.55,14.48,2.34,3.06,35.35,3.5,9837073369.0,9837073369.0,0.0,0.0,20.14,23.78,003039.SZ
48,000026,飞亚达,16.38,10.01,1.49,214683.0,339476336.72,9.54,16.38,14.96,14.99,14.89,4.39,5.89,39.87,1.97,6646414435.0,5971541662.0,0.0,0.0,0.37,64.29,000026.SZ
51,002735,王子新材,18.03,10.01,1.64,928833.0,1611316295.13,13.3,18.03,15.85,16.15,16.39,1.8,33.12,291.91,3.98,6887578151.0,5056757085.0,0.0,0.0,22.65,94.92,002735.SZ
61,002766,索菱股份,6.05,10.0,0.55,914169.0,534210914.39,10.73,6.05,5.46,5.67,5.5,1.5,10.69,25182.83,4.54,5224496400.0,5174241228.0,0.0,0.0,5.4,5.22,002766.SZ
62,002757,南兴股份,19.47,10.0,1.77,490742.0,914061800.19,14.24,19.47,16.95,17.61,17.7,6.81,17.4,46.99,2.88,5752526626.0,5491589842.0,0.0,0.0,6.39,28.26,002757.SZ
67,002413,雷科防务,12.55,9.99,1.14,1732871.0,2143387378.68,5.17,12.55,11.96,12.01,11.41,0.52,13.4,-136.8,4.94,16528219831.0,16228146470.0,0.0,0.0,131.98,187.84,002413.SZ
69,000672,上峰水泥,12.99,9.99,1.18,259186.0,336312381.52,2.2,12.99,12.73,12.98,11.81,1.21,2.67,17.89,1.42,12592446896.0,12592446896.0,0.0,0.0,17.88,84.78,000672.SZ
72,600266,城建发展,5.07,9.98,0.46,1381330.0,674524242.0,10.85,5.07,4.57,4.63,4.61,2.26,6.65,10.32,0.54,10524019580.0,10524019580.0,0.0,0.0,-4.34,0.4,600266.SS
74,002361,神剑股份,14.34,9.97,1.3,3813974.0,5096789975.3,16.03,14.34,12.25,12.61,13.04,2.12,47.14,337.35,6.16,13637841455.0,11602823591.0,0.0,0.42,133.93,165.56,002361.SZ
75,002548,金新农,6.08,9.95,0.55,816864.0,478942421.89,11.39,6.08,5.45,5.61,5.53,1.46,10.15,-40.08,3.53,5035295841.0,4891186671.0,0.0,0.0,20.87,53.15,002548.SZ
76,002659,凯文教育,5.86,9.94,0.53,534477.0,311583156.86,4.69,5.86,5.61,5.61,5.33,4.92,8.93,2748.8,1.62,3505923050.0,3505906572.0,0.0,0.0,-1.84,29.65,002659.SZ
77,002131,利欧股份,5.64,9.94,0.51,9945736.0,5472890777.11,10.33,5.64,5.11,5.12,5.13,2.95,17.0,48.64,2.89,38192831885.0,32992442469.0,0.0,0.0,0.0,84.31,002131.SZ
78,002634,棒杰股份,5.65,9.92,0.51,239532.0,130218579.5,9.92,5.65,5.14,5.14,5.14,2.72,5.36,-2.15,-4.27,2595341698.0,2522807140.0,0.0,0.0,14.37,50.27,002634.SZ
79,000559,万向钱潮,17.2,9.62,1.51,4743644.0,8022747064.45,8.73,17.26,15.89,16.59,15.69,2.13,14.31,55.31,6.07,57024165237.0,57010160481.0,-0.29,-0.35,35.86,188.11,000559.SZ
89,688509,正元地信,5.49,8.93,0.45,454476.0,245387440.0,13.29,5.68,5.01,5.06,5.04,2.46,11.81,-50.37,3.41,4227300000.0,2112509178.0,-0.18,-0.18,22.54,38.29,688509.SS
90,605167,利柏特,16.43,8.81,1.33,368692.0,591519023.0,11.72,16.59,14.82,15.12,15.1,1.1,8.21,31.09,3.73,7378220100.0,7378220100.0,0.12,0.31,56.48,72.4,605167.SS
99,603787,新日股份,14.06,8.24,1.07,102144.0,139706602.0,10.01,14.18,12.88,12.99,12.99,3.49,4.44,20.97,2.04,3235821687.0,3235821687.0,-0.21,-0.14,16.2,37.57,603787.SS
102,688387,信科移动-U,12.9,8.13,0.97,1983008.0,2510384629.0,12.99,13.5,11.95,11.95,11.93,1.0,9.83,-200.45,7.25,44101875000.0,26016425880.0,-0.39,-1.07,85.88,116.44,688387.SS
106,603778,国晟科技,17.6,7.84,1.28,858445.0,1466104485.0,8.88,17.71,16.26,16.8,16.32,0.76,13.35,-57.38,15.89,11556901312.0,11314285699.0,0.06,0.17,405.75,480.86,603778.SS
107,002932,明德生物,19.18,7.63,1.36,163766.0,311799056.53,6.34,19.48,18.35,18.5,17.82,11.79,10.49,247.48,0.8,4459751955.0,2993713388.0,-0.42,-0.52,0.79,11.06,002932.SZ
110,003018,金富科技,17.42,7.53,1.22,225206.0,384529983.12,7.65,17.6,16.36,16.44,16.2,2.24,22.99,36.36,2.84,4529200000.0,1706792874.0,-0.06,0.4,49.4,94.42,003018.SZ
113,600416,湘电股份,15.78,7.49,1.1,1024425.0,1564510467.0,11.04,16.15,14.53,14.69,14.68,2.6,7.73,87.08,2.41,23287846020.0,20914913702.0,0.0,0.06,-2.83,39.77,600416.SS
118,002492,恒基达鑫,8.74,7.37,0.6,282089.0,243572880.7,7.86,8.8,8.16,8.16,8.14,2.03,7.09,50.27,2.05,3539700000.0,3477075497.0,-0.11,-0.11,21.39,82.46,002492.SZ
123,603703,盛洋科技,14.58,7.28,0.99,494879.0,708435623.0,8.39,14.86,13.72,13.77,13.59,1.03,11.93,636.02,7.31,6050439310.0,6050439310.0,-0.14,-0.07,29.83,32.43,603703.SS
125,002342,巨力索具,9.2,7.23,0.62,2995458.0,2613900386.67,14.45,9.39,8.15,8.59,8.58,1.91,31.38,598.74,3.63,8832000000.0,8783148000.0,0.0,1.21,24.83,184.83,002342.SZ
128,603885,吉祥航空,14.88,7.2,1.0,405114.0,587653943.0,8.86,15.04,13.81,13.87,13.88,2.15,1.85,22.37,3.31,32497998388.0,32497998388.0,0.13,0.07,9.41,9.41,603885.SS
139,002969,嘉美包装,12.66,6.84,0.81,2436851.0,3153296934.73,8.69,13.04,12.01,13.04,11.85,49.18,25.67,231.66,5.17,12096021636.0,12018393707.0,-0.08,1.61,263.79,311.04,002969.SZ
141,002471,中超控股,8.02,6.79,0.51,7200609.0,5373845964.61,17.84,8.25,6.91,7.31,7.51,2.8,53.63,-329.56,6.29,10977455200.0,10767441579.0,-0.25,0.75,58.5,193.77,002471.SZ
142,688365,光云科技,16.87,6.64,1.05,393499.0,658465963.0,10.75,17.43,15.73,15.83,15.82,2.75,9.24,-358.42,7.58,7183662419.0,7183662419.0,0.0,0.0,7.66,49.16,688365.SS
146,600973,宝胜股份,7.3,6.41,0.44,1765872.0,1282088603.0,10.5,7.55,6.83,6.84,6.86,1.35,12.88,126.21,2.8,10010973610.0,10010973610.0,0.14,-0.14,39.31,15.87,600973.SS
159,600969,郴电国际,10.23,6.12,0.59,260391.0,262160181.0,8.71,10.46,9.62,9.7,9.64,2.47,7.04,35.07,1.04,3785616451.0,3785616451.0,0.29,0.49,43.48,59.1,600969.SS
161,000796,凯撒旅业,7.2,6.04,0.41,1890868.0,1331624961.61,9.43,7.37,6.73,6.86,6.79,0.69,14.21,-323.43,13.93,11547280195.0,9581521032.0,-0.14,-0.14,13.56,77.78,000796.SZ
165,603079,圣达生物,17.72,5.98,1.0,94681.0,164407553.0,7.95,17.82,16.49,16.72,16.72,2.35,5.01,47.1,2.13,3349604937.0,3349604937.0,0.0,0.06,4.91,31.55,603079.SS
174,002871,伟隆股份,18.0,5.82,0.99,104095.0,184964599.81,9.64,18.45,16.81,17.0,17.01,1.25,6.97,33.07,4.09,4533369210.0,2689119504.0,0.45,0.06,8.04,93.55,002871.SZ
175,600115,中国东航,6.0,5.82,0.33,1607681.0,947983526.0,6.53,6.03,5.66,5.67,5.67,1.36,0.94,47.26,8.09,132526420020.0,102149789358.0,0.0,0.0,44.58,50.0,600115.SS
182,000919,金陵药业,7.95,5.58,0.42,417696.0,329553867.8,8.9,8.24,7.57,7.57,7.53,2.23,6.72,54.17,1.3,4944299998.0,4943045488.0,0.0,0.25,16.06,22.69,000919.SZ
185,600230,沧州大化,15.26,5.53,0.8,336570.0,502814639.0,9.13,15.5,14.18,14.35,14.46,2.0,8.13,99.48,1.57,6317045089.0,6317045089.0,-0.13,-0.13,24.07,42.62,600230.SS
188,688038,中科通达,17.67,5.49,0.92,35570.0,61524792.0,7.4,17.82,16.58,16.68,16.75,1.98,3.06,-224.35,3.48,2056317978.0,2056317978.0,0.0,0.0,-11.21,45.43,688038.SS
192,600556,天下秀,6.07,5.38,0.31,1605154.0,966797170.0,7.99,6.19,5.73,5.73,5.76,3.12,8.88,230.81,2.85,10973028187.0,10973028187.0,0.17,0.17,8.01,16.96,600556.SS
193,600198,大唐电信,9.65,5.35,0.49,806504.0,773785979.0,9.72,10.0,9.11,9.12,9.16,1.93,6.19,-190.29,45.88,12579774171.0,12563815609.0,0.1,0.1,19.28,11.82,600198.SS
202,603660,苏州科达,11.03,5.25,0.55,481642.0,522918509.0,7.92,11.24,10.41,10.72,10.48,1.24,8.43,-13.56,6.48,6350920087.0,6303564437.0,0.09,-0.09,36.85,64.38,603660.SS
203,002094,青岛金王,7.65,5.23,0.38,902164.0,695162828.57,6.6,7.98,7.5,7.51,7.27,3.52,13.07,58.61,3.42,5285366250.0,5281969650.0,0.0,0.0,-1.42,39.09,002094.SZ
208,603229,奥翔药业,9.92,5.2,0.49,167901.0,165643157.0,6.89,10.11,9.46,9.52,9.43,4.65,2.02,29.84,3.51,8236547678.0,8236547678.0,-0.2,-0.1,-2.75,0.3,603229.SS
209,600638,新黄浦,6.47,5.2,0.32,304762.0,195077213.0,8.29,6.62,6.11,6.2,6.15,1.68,4.53,23.88,0.95,4356877205.0,4356877205.0,-0.15,0.15,6.41,27.87,600638.SS
210,600257,大湖股份,6.28,5.19,0.31,316566.0,195519952.0,7.54,6.38,5.93,6.0,5.97,1.96,6.58,-4007.6,3.79,3022169541.0,3022169541.0,0.0,0.32,18.27,33.05,600257.SS
227,000833,粤桂股份,19.46,4.91,0.91,466430.0,892039238.15,7.28,19.75,18.4,18.7,18.55,1.91,10.28,26.38,4.0,15608520021.0,8829041426.0,0.0,0.1,40.3,72.98,000833.SZ
235,688660,电气风电,17.01,4.81,0.78,380667.0,640877297.0,9.61,17.57,16.01,16.22,16.23,1.1,2.86,-23.25,5.17,22680001134.0,22680001134.0,-0.18,-0.29,-26.4,89.0,688660.SS
240,002279,久其软件,7.99,4.72,0.36,1077799.0,853221971.04,5.77,8.08,7.64,7.65,7.63,2.91,13.65,-179.3,4.92,6889032899.0,6309921519.0,0.13,0.13,18.72,27.43,002279.SZ
242,002400,省广集团,8.87,4.72,0.4,2561130.0,2257871195.73,7.56,9.07,8.43,8.45,8.47,2.59,14.84,120.69,3.11,15463400325.0,15311080162.0,-0.11,-0.11,4.48,11.43,002400.SZ
243,603028,赛福天,9.32,4.72,0.42,416156.0,371612030.0,8.09,9.33,8.61,8.96,8.9,1.31,14.64,1411.91,5.22,2675212800.0,2648650800.0,0.11,0.65,17.68,53.8,603028.SS
248,603055,台华新材,9.44,4.66,0.42,129804.0,119922598.0,5.32,9.5,9.02,9.05,9.02,3.28,1.46,15.05,1.63,8404363031.0,8373750999.0,-0.21,0.96,5.24,-12.83,603055.SS
249,600859,王府井,15.53,4.65,0.69,760306.0,1159726731.0,7.75,15.8,14.65,14.93,14.84,1.3,6.77,105.86,0.89,17454655015.0,17453049834.0,0.0,0.06,9.75,1.3,600859.SS
258,600029,南方航空,8.01,4.57,0.35,991416.0,782398036.0,5.48,8.03,7.61,7.65,7.66,1.58,0.74,47.19,3.92,145148582905.0,107950164468.0,-0.12,-0.12,32.4,23.42,600029.SS
261,002367,康力电梯,8.06,4.54,0.35,408912.0,327284572.04,4.15,8.15,7.83,7.98,7.71,4.31,5.15,15.02,1.78,6429828375.0,6404340842.0,0.0,0.0,21.75,22.68,002367.SZ
267,603601,再升科技,12.47,4.44,0.53,2416290.0,2984361266.0,6.45,12.66,11.89,11.89,11.94,0.9,23.46,118.57,5.31,12846130827.0,12846130827.0,0.0,-0.4,149.9,274.47,603601.SS
268,600843,上工申贝,12.54,4.41,0.53,848199.0,1081369223.0,10.16,13.21,11.99,11.99,12.01,2.92,18.08,893.48,2.94,8943107659.0,5884053034.0,-0.4,-0.48,5.29,-0.32,600843.SS
274,002712,思美传媒,5.56,4.32,0.23,298114.0,163696856.5,6.38,5.66,5.32,5.37,5.33,2.25,5.51,-153.52,2.22,3026175661.0,3007405518.0,-0.18,0.0,1.65,9.02,002712.SZ
280,603332,苏州龙杰,13.88,4.2,0.56,214236.0,292882086.0,9.16,14.33,13.11,13.26,13.32,2.5,9.9,41.26,2.35,3002898914.0,3002898914.0,0.0,0.07,7.6,65.44,603332.SS
281,000957,中通客车,11.42,4.2,0.46,291151.0,330420236.27,5.47,11.6,11.0,11.04,10.96,2.34,4.91,18.35,2.17,6770962949.0,6770962949.0,0.09,0.18,4.39,5.06,000957.SZ
283,603001,奥康国际,8.95,4.19,0.36,118131.0,104334439.0,7.1,9.1,8.49,8.6,8.59,2.58,2.95,-12.85,1.51,3588771000.0,3588771000.0,0.0,-0.11,0.34,29.15,603001.SS
285,002465,海格通信,15.75,4.17,0.63,2879589.0,4454607385.34,7.74,15.98,14.81,15.03,15.12,1.57,11.62,-167.36,3.25,39088884681.0,39026721967.0,-0.06,0.0,20.32,44.23,002465.SZ
287,600258,首旅酒店,16.75,4.17,0.67,221228.0,367393380.0,3.98,16.84,16.2,16.37,16.08,1.55,1.98,18.59,1.55,18703102361.0,18703102361.0,-0.06,-0.06,14.1,17.05,600258.SS
288,002800,天顺股份,15.76,4.16,0.63,134965.0,212011438.54,6.28,16.14,15.19,15.19,15.13,1.12,9.63,-142.0,4.78,2399508336.0,2207679712.0,0.0,0.0,13.22,53.16,002800.SZ
290,002860,星帅尔,14.1,4.14,0.56,303255.0,426723115.8,7.9,14.45,13.38,13.54,13.54,3.99,8.67,21.49,2.23,5071946476.0,4929960759.0,0.0,-0.07,2.1,45.21,002860.SZ
294,600226,亨通股份,5.33,4.1,0.21,1083166.0,576800051.0,5.86,5.42,5.12,5.12,5.12,1.21,3.64,63.03,4.39,15853451924.0,15853451924.0,0.19,0.0,13.4,109.02,600226.SS
296,002584,西陇科学,9.21,4.07,0.36,522112.0,485424484.5,9.94,9.69,8.81,8.97,8.85,1.24,11.15,-65.38,2.4,5389843247.0,4314208314.0,-0.22,-0.22,3.25,28.09,002584.SZ
300,688201,信安世纪,14.63,4.05,0.57,203168.0,294219103.0,5.33,14.7,13.95,14.06,14.06,2.35,6.72,237.76,3.57,4639960328.0,4426024916.0,0.07,0.07,-0.81,65.69,688201.SS
301,002658,雪迪龙,9.03,4.03,0.35,292212.0,262420984.87,5.99,9.16,8.64,8.66,8.68,1.97,8.15,37.32,2.21,5740921144.0,3237810336.0,0.11,0.0,14.59,46.83,002658.SZ
302,002921,联诚精密,17.02,4.03,0.66,174201.0,297525693.13,9.47,17.64,16.09,16.28,16.36,3.49,13.56,-165.58,1.92,2535471562.0,2187097743.0,0.06,0.0,9.59,55.58,002921.SZ
304,601611,中国核建,13.48,4.01,0.52,950957.0,1265467799.0,7.79,13.86,12.85,12.88,12.96,0.97,3.16,27.54,1.87,40626485178.0,40626485178.0,0.0,0.15,52.49,50.78,601611.SS
305,603685,晨丰科技,19.49,4.0,0.75,24107.0,46063911.0,5.02,19.5,18.56,18.73,18.74,1.05,1.2,149.92,2.48,4891026570.0,3926567409.0,0.05,0.1,10.24,65.87,603685.SS
308,002036,联创电子,11.02,3.96,0.42,943463.0,1033161936.05,10.19,11.6,10.52,10.66,10.6,1.03,8.96,171.3,5.42,11630276778.0,11608343882.0,-0.09,-0.09,-3.16,17.23,002036.SZ
313,000551,创元科技,14.7,3.89,0.55,1019974.0,1451261143.09,11.38,15.14,13.53,14.3,14.15,1.14,21.12,24.46,2.53,7125575776.0,7099840619.0,-0.07,0.0,30.09,48.79,000551.SZ
314,002878,元隆雅图,18.22,3.88,0.68,221284.0,401906011.35,5.42,18.5,17.55,17.6,17.54,2.92,9.38,398.42,3.71,4773489266.0,4298696308.0,0.0,-0.05,2.42,10.56,002878.SZ
318,600668,尖峰集团,11.3,3.86,0.42,134242.0,150724718.0,6.53,11.57,10.86,10.9,10.88,2.65,3.25,5.39,0.81,4665776712.0,4665776712.0,0.0,0.09,-3.0,34.84,600668.SS
321,002541,鸿路钢构,16.44,3.79,0.6,136421.0,223644695.46,5.62,16.82,15.93,15.96,15.84,2.76,2.75,17.14,1.19,11343881814.0,8156318230.0,0.0,-0.06,-14.11,-6.43,002541.SZ
329,688225,亚信安全,19.4,3.74,0.7,77417.0,148127906.0,7.49,19.9,18.5,18.86,18.7,1.23,1.94,-14.55,4.37,7760194000.0,7760194000.0,-0.26,-0.1,-11.42,6.53,688225.SS
331,600756,浪潮软件,18.42,3.72,0.66,475915.0,877531157.0,7.26,19.0,17.71,17.72,17.76,2.5,14.68,-22.89,2.71,6440161630.0,5969899030.0,-0.05,-0.16,18.84,28.54,600756.SS
335,605336,帅丰电器,15.74,3.69,0.56,40789.0,62277875.0,6.19,15.8,14.86,15.2,15.18,0.94,2.22,735.08,1.54,2886911963.0,2886911963.0,-0.25,0.38,4.58,25.72,605336.SS
338,600273,嘉化能源,8.74,3.68,0.31,328344.0,284996677.0,4.63,8.83,8.44,8.44,8.43,3.22,2.42,10.81,1.18,11859127022.0,11859127022.0,-0.23,0.0,3.8,15.3,600273.SS
341,600577,精达股份,12.43,3.67,0.44,1330951.0,1636643262.0,6.59,12.7,11.91,11.99,11.99,0.95,6.19,44.44,4.41,26714340141.0,26714340141.0,0.0,0.16,19.86,72.4,600577.SS
345,002765,蓝黛科技,13.37,3.64,0.47,720220.0,956040889.05,6.36,13.66,12.84,12.88,12.9,2.45,12.09,38.34,3.32,8718952563.0,7966984322.0,0.0,-0.07,-6.11,56.37,002765.SZ
346,603886,元祖股份,13.97,3.64,0.49,132255.0,184144348.0,4.75,14.19,13.55,13.64,13.48,1.36,5.51,19.19,2.16,3352800000.0,3352800000.0,0.0,-0.07,16.13,4.1,603886.SS
348,000630,铜陵有色,6.01,3.62,0.21,5408144.0,3265062145.78,7.59,6.2,5.76,5.79,5.8,1.36,4.85,34.14,2.27,80590923775.0,66969498815.0,0.0,0.0,13.18,95.13,000630.SZ
349,600861,北京人力,18.34,3.62,0.64,95189.0,174368133.0,5.54,18.68,17.7,17.7,17.7,3.4,2.6,7.73,1.45,10382507248.0,6722982712.0,-0.05,-0.05,-2.5,-1.66,600861.SS
358,688609,九联科技,10.21,3.55,0.35,227257.0,229651903.0,6.09,10.34,9.74,9.86,9.86,2.77,4.55,-31.94,5.74,5105000000.0,5105000000.0,0.0,-0.1,0.29,-3.68,688609.SS
360,000700,模塑科技,14.38,3.53,0.49,2083513.0,3003886538.76,10.08,15.08,13.68,14.34,13.89,2.43,22.7,26.39,3.55,13201061294.0,13201061294.0,0.0,-0.14,31.81,111.47,000700.SZ
361,600960,渤海汽车,5.58,3.53,0.19,357205.0,197479201.0,4.64,5.62,5.37,5.49,5.39,1.01,3.76,18.93,1.44,5303876590.0,5303876590.0,0.0,0.18,9.41,67.57,600960.SS
366,600515,海南机场,5.33,3.5,0.18,2932673.0,1538156949.0,6.8,5.43,5.08,5.16,5.15,0.69,3.2,709.74,2.59,60896900179.0,48908146668.0,0.0,0.19,28.13,41.01,600515.SS
369,688548,广钢气体,14.54,3.49,0.49,158452.0,228556271.0,4.13,14.63,14.05,14.14,14.05,1.04,2.29,71.72,3.24,19184054495.0,10050178889.0,-0.07,0.0,18.5,45.55,688548.SS
372,603598,引力传媒,16.99,3.47,0.57,246736.0,416342132.0,5.79,17.25,16.3,16.52,16.42,2.6,9.17,168.54,21.89,4575254549.0,4570157549.0,0.0,0.0,2.91,0.59,603598.SS
373,002474,榕基软件,9.86,3.46,0.33,787425.0,767964139.52,5.46,9.97,9.45,9.58,9.53,1.11,14.84,-141.35,4.49,6134892000.0,5233352218.0,0.0,-0.2,48.05,64.61,002474.SZ
375,002152,广电运通,13.81,3.45,0.46,964986.0,1329542320.43,5.17,13.99,13.3,13.3,13.35,2.45,3.89,42.71,2.7,34295517821.0,34278266577.0,0.0,0.0,-0.5,20.51,002152.SZ
376,002527,新时达,17.74,3.44,0.59,1072668.0,1920942373.35,6.18,18.58,17.52,18.58,17.15,4.29,20.27,2029.83,9.4,11762707302.0,9389433019.0,0.0,0.06,-13.38,102.05,002527.SZ
378,000829,天音控股,10.91,3.41,0.36,438648.0,474767404.88,6.92,11.14,10.41,10.63,10.55,2.52,4.28,-146.69,3.83,11183845779.0,11173254689.0,-0.09,-0.09,13.65,-17.16,000829.SZ
384,000417,合百集团,8.1,3.32,0.26,1149578.0,962076530.01,7.02,8.62,8.07,8.42,7.84,1.78,14.76,27.51,1.34,6317062020.0,6310122353.0,-0.49,-0.86,36.82,29.19,000417.SZ
385,601111,中国国航,9.37,3.31,0.3,991275.0,920660360.0,5.07,9.45,8.99,9.06,9.07,1.27,0.85,65.58,3.53,163491704770.0,109049085771.0,-0.21,-0.32,18.46,18.46,601111.SS
393,603903,中持股份,14.55,3.26,0.46,86076.0,123568754.0,4.19,14.61,14.02,14.37,14.09,1.31,3.37,58.54,2.38,3714898434.0,3714898434.0,-0.14,0.07,18.87,126.28,603903.SS
396,605577,龙版传媒,13.07,3.24,0.41,67063.0,87111807.0,5.21,13.3,12.64,12.69,12.66,2.75,1.51,14.81,1.46,5808888896.0,5808888896.0,-0.08,-0.15,-4.74,-9.11,605577.SS
401,603648,畅联股份,10.9,3.22,0.34,89366.0,96624792.0,4.26,10.96,10.51,10.56,10.56,2.62,2.47,32.46,2.16,3950299520.0,3950299520.0,0.0,-0.09,0.0,9.44,603648.SS
410,600834,申通地铁,8.48,3.16,0.26,70343.0,59165384.0,4.74,8.57,8.18,8.27,8.22,3.13,1.47,85.68,2.36,4048198554.0,4048198554.0,0.0,0.0,-1.85,4.69,600834.SS
411,600236,桂冠电力,7.83,3.16,0.24,447580.0,350268947.0,5.8,7.97,7.53,7.65,7.59,1.83,0.57,19.13,3.46,61719018190.0,61719018190.0,-0.13,-0.13,20.09,18.1,600236.SS
412,603050,科林电气,18.02,3.15,0.55,79367.0,142714573.0,4.98,18.39,17.52,17.52,17.47,2.54,1.97,25.08,3.97,7267811858.0,7267811858.0,0.11,0.17,-2.59,30.49,603050.SS
415,002148,北纬科技,8.9,3.13,0.27,431770.0,385965002.99,6.49,9.17,8.61,8.65,8.63,4.39,9.61,-13549.48,4.07,4974987237.0,3998926738.0,-0.11,-0.22,-5.92,35.05,002148.SZ
417,002244,滨江集团,10.05,3.08,0.3,509215.0,507999486.23,4.1,10.17,9.77,9.81,9.75,1.89,1.9,9.79,1.05,31270011095.0,26993288618.0,0.1,0.4,-19.92,17.82,002244.SZ
423,002115,三维通信,12.74,3.07,0.38,1672064.0,2114430652.61,4.53,12.82,12.26,12.33,12.36,1.25,22.23,2697.44,4.98,10332029570.0,9582971078.0,0.0,0.0,13.45,91.58,002115.SZ
425,603879,永悦科技,7.08,3.06,0.21,602796.0,405789381.0,8.88,7.1,6.49,6.83,6.87,1.13,16.77,-206.18,9.92,2544158635.0,2544158635.0,0.0,0.43,14.56,84.38,603879.SS
426,002962,五方光电,14.82,3.06,0.44,84616.0,124577243.51,5.35,15.06,14.29,14.43,14.38,3.62,4.05,89.28,2.44,4322480517.0,3100106954.0,-0.13,-0.13,-1.79,-13.79,002962.SZ
432,600176,中国巨石,17.1,3.01,0.5,933089.0,1584240783.0,5.3,17.35,16.47,16.53,16.6,1.53,2.33,19.99,2.17,68453638049.0,68453638049.0,0.0,0.18,-0.41,55.74,600176.SS
434,603219,富佳股份,16.84,3.0,0.49,88963.0,149539762.0,5.08,17.12,16.29,16.37,16.35,2.89,1.58,60.54,5.87,9453976000.0,9453976000.0,0.0,0.0,-10.81,20.54,603219.SS
437,002669,康达新材,15.2,2.98,0.44,172199.0,259771283.0,3.93,15.35,14.77,14.89,14.76,0.82,5.69,41.15,1.7,4611680000.0,4601310560.0,0.07,0.0,9.43,57.84,002669.SZ
441,601360,三六零,11.17,2.95,0.32,2245375.0,2503351700.0,5.35,11.36,10.78,10.84,10.85,1.57,3.21,-479.71,2.66,78185061508.0,78185061508.0,0.09,0.09,-1.24,10.05,601360.SS
442,002301,齐心集团,7.68,2.95,0.22,357430.0,275122830.5,4.69,7.83,7.48,7.5,7.46,1.25,4.98,29.59,1.76,5539644925.0,5514164913.0,0.0,-0.13,22.29,10.19,002301.SZ
447,600889,南京化纤,16.9,2.92,0.48,139706.0,233245377.0,4.08,16.98,16.31,16.58,16.42,1.59,3.81,-89.2,16.63,6191247569.0,6191247569.0,0.06,0.06,0.36,-4.84,600889.SS
450,000685,中山公用,11.65,2.92,0.33,436815.0,510881724.38,3.36,11.89,11.51,11.58,11.32,2.7,3.48,10.64,0.96,17185047239.0,14608659176.0,0.0,0.17,-5.82,32.39,000685.SZ
452,600686,金龙汽车,17.74,2.9,0.5,221318.0,392456011.0,5.05,18.1,17.23,17.41,17.24,1.54,3.09,38.58,3.89,12720421178.0,12720421178.0,0.0,0.0,56.99,27.17,600686.SS
